epoch,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
0,1361,,,,,0.6558234691619873,0.9450675845146179
0,1361,,,0.5998531579971313,1.1517341136932373,,
1,2723,,,,,0.6785081028938293,0.8292292356491089
1,2723,,,0.6695275902748108,0.8787816762924194,,
2,4085,,,,,0.6923374533653259,0.777528703212738
2,4085,,,0.6857206225395203,0.8012571334838867,,
3,5447,,,,,0.7017263174057007,0.7478457689285278
3,5447,,,0.6964748501777649,0.7621816992759705,,
4,6809,,,,,0.7081461548805237,0.7284210920333862
4,6809,,,0.7041568160057068,0.7381291389465332,,
5,8171,,,,,0.7116658687591553,0.714603841304779
5,8171,,,0.7099025845527649,0.7216339707374573,,
6,9533,,,,,0.7149446606636047,0.7041736841201782
6,9533,,,0.7139127850532532,0.7094566822052002,,
7,10895,,,,,0.7172853946685791,0.6960124373435974
7,10895,,,0.7166953086853027,0.7001059651374817,,
8,12257,,,,,0.719170093536377,0.6893625259399414
8,12257,,,0.7184221744537354,0.6926974058151245,,
9,13619,,,,,0.7206588387489319,0.6837655901908875
9,13619,,,0.7203096747398376,0.6865612268447876,,
10,14981,,,,,0.7219153046607971,0.6789378523826599
10,14981,,,0.7221627831459045,0.6813198924064636,,
11,16343,,,,,0.7230856418609619,0.6746902465820312
11,16343,,,0.7237089276313782,0.6767382621765137,,
12,17705,,,,,0.7242130041122437,0.6708905100822449
12,17705,,,0.7250399589538574,0.6726593375205994,,
13,19067,,,,,0.7254005670547485,0.6674461960792542
13,19067,,,0.726161539554596,0.6689732670783997,,
14,20429,,,,,0.7263128161430359,0.6642873883247375
14,20429,,,0.7270766496658325,0.6656016111373901,,
15,21791,,,,,0.7271561622619629,0.6613625288009644
15,21791,,,0.7281322479248047,0.6624926924705505,,
16,23153,,,,,0.7281716465950012,0.6586347222328186
16,23153,,,0.7289784550666809,0.6596025228500366,,
17,24515,,,,,0.7288256883621216,0.6560735702514648
17,24515,,,0.7297329306602478,0.6568921804428101,,
18,25877,,,,,0.7295571565628052,0.6536583304405212
18,25877,,,0.7305361032485962,0.6543350219726562,,
19,27239,,,,,0.7300993204116821,0.651370644569397
19,27239,,,0.7313737273216248,0.651910126209259,,
20,28601,,,,,0.730804979801178,0.6491968631744385
20,28601,,,0.7321023344993591,0.6496033072471619,,
21,29963,,,,,0.7312955260276794,0.6471240520477295
21,29963,,,0.7327592372894287,0.6474023461341858,,
22,31325,,,,,0.7320355772972107,0.6451432704925537
22,31325,,,0.7332727313041687,0.6452940106391907,,
23,32687,,,,,0.7328359484672546,0.6432454586029053
23,32687,,,0.7339583039283752,0.64327073097229,,
24,34049,,,,,0.7333522439002991,0.6414232850074768
24,34049,,,0.7344918251037598,0.6413255333900452,,
25,35411,,,,,0.7338169813156128,0.6396654844284058
25,35411,,,0.7349537014961243,0.6394563913345337,,
26,36773,,,,,0.7345656752586365,0.6379688382148743
26,36773,,,0.7353811264038086,0.6376979351043701,,
27,38135,,,,,0.735099196434021,0.6363320350646973
27,38135,,,0.7357454299926758,0.6360167264938354,,
28,39497,,,,,0.7356241941452026,0.6347504258155823
28,39497,,,0.7361785769462585,0.6343960762023926,,
29,40859,,,,,0.7360372543334961,0.6332196593284607
29,40859,,,0.7365313768386841,0.6328272223472595,,
30,40860,0.7343097925186157,0.6337274312973022,,,,
