epoch,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
0,1361,,,,,0.4944751262664795,1.6008050441741943
0,1361,,,0.3077649176120758,1.7930716276168823,,
1,2723,,,,,0.5322197675704956,1.368500828742981
1,2723,,,0.5136242508888245,1.4746931791305542,,
2,4085,,,,,0.556281328201294,1.2117263078689575
2,4085,,,0.542731523513794,1.285012125968933,,
3,5447,,,,,0.5931825637817383,1.1066718101501465
3,5447,,,0.5739127397537231,1.1555238962173462,,
4,6809,,,,,0.6210306286811829,1.032610297203064
4,6809,,,0.6103290915489197,1.0674618482589722,,
5,8171,,,,,0.631959855556488,0.9776908159255981
5,8171,,,0.6260603070259094,1.0037680864334106,,
6,9533,,,,,0.6393521428108215,0.9340276122093201
6,9533,,,0.6363785266876221,0.9545273184776306,,
7,10895,,,,,0.642149031162262,0.9000373482704163
7,10895,,,0.6398207545280457,0.9155365228652954,,
8,12257,,,,,0.6504965424537659,0.8727307319641113
8,12257,,,0.6448378562927246,0.8848081231117249,,
9,13619,,,,,0.662045419216156,0.8501154780387878
9,13619,,,0.6550900936126709,0.859744131565094,,
10,14981,,,,,0.6716407537460327,0.8307730555534363
10,14981,,,0.666154146194458,0.8387373685836792,,
11,16343,,,,,0.678292989730835,0.813306987285614
11,16343,,,0.6751987338066101,0.8203012943267822,,
12,17705,,,,,0.6846009492874146,0.7974492907524109
12,17705,,,0.6809989213943481,0.8035996556282043,,
13,19067,,,,,0.6895750761032104,0.7837424874305725
13,19067,,,0.6865237951278687,0.7888257503509521,,
14,20429,,,,,0.6931378245353699,0.7721758484840393
14,20429,,,0.6907176375389099,0.7763119339942932,,
15,21791,,,,,0.6966231465339661,0.7622699737548828
15,21791,,,0.6944180727005005,0.7656787633895874,,
16,23153,,,,,0.6999621391296387,0.7537294030189514
16,23153,,,0.6977054476737976,0.7565529346466064,,
17,24515,,,,,0.7030602097511292,0.7463793754577637
17,24515,,,0.7006829977035522,0.7486831545829773,,
18,25877,,,,,0.7064164280891418,0.7400362491607666
18,25877,,,0.7039875984191895,0.7419084906578064,,
19,27239,,,,,0.7093767523765564,0.7345154285430908
19,27239,,,0.7068246006965637,0.7360376715660095,,
20,28601,,,,,0.7119068503379822,0.7296491861343384
20,28601,,,0.7094091773033142,0.7308907508850098,,
21,29963,,,,,0.7138603329658508,0.7253111004829407
21,29963,,,0.7115949988365173,0.7263282537460327,,
22,31325,,,,,0.714557409286499,0.7214279770851135
22,31325,,,0.7130522131919861,0.7222488522529602,,
23,32687,,,,,0.7150737643241882,0.7179381251335144
23,32687,,,0.7139042019844055,0.7185850143432617,,
24,34049,,,,,0.7156933546066284,0.7147878408432007
24,34049,,,0.7145410180091858,0.7152791619300842,,
25,35411,,,,,0.7163473963737488,0.7119380235671997
25,35411,,,0.7154675722122192,0.7122897505760193,,
26,36773,,,,,0.7172079682350159,0.7093456387519836
26,36773,,,0.7164830565452576,0.7095732092857361,,
27,38135,,,,,0.7173972725868225,0.7069796919822693
27,38135,,,0.7171399593353271,0.7070990204811096,,
28,39497,,,,,0.7177501320838928,0.7047852873802185
28,39497,,,0.7176820635795593,0.7048307657241821,,
29,40859,,,,,0.7181115746498108,0.7027323842048645
29,40859,,,0.7181640267372131,0.7027164101600647,,
30,40860,0.7164272665977478,0.7030482888221741,,,,
