epoch,step,test_loss,train_loss,val_loss
0,49,,0.10598437488079071,
0,99,,0.07603126019239426,
0,149,,0.06590048223733902,
0,199,,0.0896940678358078,
0,249,,0.1101260706782341,
0,299,,0.06390965729951859,
0,349,,0.11168672144412994,
0,399,,0.08136364072561264,
0,449,,0.08320823311805725,
0,499,,0.08292503654956818,
0,549,,0.11127922683954239,
0,599,,0.11244808882474899,
0,649,,0.08792495727539062,
0,699,,0.09126315265893936,
0,749,,0.11661384254693985,
0,799,,0.11102011799812317,
0,849,,0.09733780473470688,
0,899,,0.11117108166217804,
0,949,,0.10821337252855301,
0,999,,0.09768325835466385,
0,1049,,0.09258819371461868,
0,1099,,0.047409892082214355,
0,1149,,0.13023552298545837,
0,1199,,0.07794462144374847,
0,1249,,0.0985335186123848,
0,1299,,0.11388646066188812,
0,1349,,0.09211298078298569,
0,1399,,0.09930171817541122,
0,1449,,0.07238844782114029,
0,1499,,0.0958368331193924,
0,1549,,0.07906829565763474,
0,1599,,0.08679793030023575,
0,1649,,0.07620082050561905,
0,1699,,0.11451674997806549,
0,1749,,0.08192887157201767,
0,1799,,0.06510567665100098,
0,1849,,0.10651864856481552,
0,1874,,,0.08049524575471878
1,1899,,0.0717853307723999,
1,1949,,0.06432626396417618,
1,1999,,0.09590106457471848,
1,2049,,0.1012280136346817,
1,2099,,0.08466004580259323,
1,2149,,0.10130199790000916,
1,2199,,0.08258382976055145,
1,2249,,0.09955860674381256,
1,2299,,0.07677136361598969,
1,2349,,0.08403903245925903,
1,2399,,0.049345213919878006,
1,2449,,0.06699610501527786,
1,2499,,0.11815040558576584,
1,2549,,0.09470788389444351,
1,2599,,0.09292272478342056,
1,2649,,0.09010764211416245,
1,2699,,0.0660041868686676,
1,2749,,0.08465185761451721,
1,2799,,0.09102344512939453,
1,2849,,0.09781008213758469,
1,2899,,0.0931989774107933,
1,2949,,0.09729783236980438,
1,2999,,0.08772183954715729,
1,3049,,0.07478082925081253,
1,3099,,0.08026610314846039,
1,3149,,0.09511213004589081,
1,3199,,0.09148207306861877,
1,3249,,0.07494156062602997,
1,3299,,0.12614494562149048,
1,3349,,0.06038273870944977,
1,3399,,0.07048088312149048,
1,3449,,0.08011055737733841,
1,3499,,0.09044675529003143,
1,3549,,0.09487063437700272,
1,3599,,0.08537174761295319,
1,3649,,0.06902903318405151,
1,3699,,0.09288913011550903,
1,3749,,0.11576046049594879,
1,3749,0.08049524575471878,,
