epoch,step,test_loss,train_loss,val_loss
0,49,,0.0945209190249443,
0,99,,0.10378575325012207,
0,149,,0.1357458382844925,
0,199,,0.08085821568965912,
0,249,,0.06620875000953674,
0,299,,0.10492059588432312,
0,349,,0.13402868807315826,
0,399,,0.08311697840690613,
0,449,,0.07908471673727036,
0,499,,0.12783282995224,
0,549,,0.08409890532493591,
0,599,,0.10034003108739853,
0,649,,0.0748206377029419,
0,699,,0.07052525132894516,
0,749,,0.08570117503404617,
0,799,,0.10595117509365082,
0,849,,0.06415102630853653,
0,899,,0.07244491577148438,
0,949,,0.11815126985311508,
0,999,,0.09871142357587814,
0,1049,,0.11100806295871735,
0,1099,,0.08190017938613892,
0,1149,,0.06202733516693115,
0,1199,,0.10521839559078217,
0,1249,,0.10694672912359238,
0,1299,,0.08115126192569733,
0,1349,,0.062262844294309616,
0,1399,,0.10502508282661438,
0,1449,,0.09586378931999207,
0,1499,,0.06917844712734222,
0,1549,,0.08169904351234436,
0,1599,,0.1370818167924881,
0,1649,,0.09125525504350662,
0,1699,,0.11185402423143387,
0,1749,,0.06559636443853378,
0,1799,,0.08218981325626373,
0,1849,,0.10592800378799438,
0,1874,,,0.08342134952545166
1,1899,,0.09345701336860657,
1,1949,,0.10388476401567459,
1,1999,,0.07499989867210388,
1,2049,,0.08349144458770752,
1,2099,,0.10905510187149048,
1,2149,,0.07786846160888672,
1,2199,,0.06299887597560883,
1,2249,,0.08908610045909882,
1,2299,,0.10059899091720581,
1,2349,,0.10084068775177002,
1,2399,,0.073025643825531,
1,2449,,0.10105494409799576,
1,2499,,0.093807652592659,
1,2549,,0.10897736996412277,
1,2599,,0.10996853560209274,
1,2649,,0.0677834153175354,
1,2699,,0.09923137724399567,
1,2749,,0.07747188210487366,
1,2799,,0.09764121472835541,
1,2849,,0.06716624647378922,
1,2899,,0.0895230695605278,
1,2949,,0.06724715232849121,
1,2999,,0.08087332546710968,
1,3049,,0.05950697138905525,
1,3099,,0.09057877957820892,
1,3149,,0.08586173504590988,
1,3199,,0.07924966514110565,
1,3249,,0.15619182586669922,
1,3299,,0.08326321840286255,
1,3349,,0.08979173004627228,
1,3399,,0.06720670312643051,
1,3449,,0.08324665576219559,
1,3499,,0.08855290710926056,
1,3549,,0.1010453999042511,
1,3599,,0.07757394015789032,
1,3649,,0.08686843514442444,
1,3699,,0.10722409188747406,
1,3749,,0.07950596511363983,
1,3749,,,0.08340535312891006
