epoch,step,test_loss,train_loss
0,49,,0.10807263106107712
0,99,,0.06729047745466232
0,149,,0.07671627402305603
0,199,,0.11330213397741318
0,249,,0.09344331920146942
0,299,,0.0734061598777771
0,349,,0.07884734123945236
0,399,,0.10130363702774048
0,449,,0.09632552415132523
0,499,,0.04882558435201645
0,549,,0.10572674870491028
0,599,,0.10357921570539474
0,649,,0.09920419752597809
0,699,,0.054418761283159256
0,749,,0.056640755385160446
0,799,,0.08408913761377335
0,849,,0.07022359222173691
0,899,,0.07511909306049347
0,949,,0.08691853284835815
0,999,,0.0988030880689621
0,1049,,0.07703608274459839
0,1099,,0.10175685584545135
0,1149,,0.09945360571146011
0,1199,,0.09938158839941025
0,1249,,0.07751459628343582
0,1299,,0.0645788237452507
0,1349,,0.07042296230792999
0,1399,,0.1165771484375
0,1449,,0.0769660621881485
0,1499,,0.1064813956618309
0,1549,,0.08666788041591644
0,1599,,0.08015559613704681
0,1649,,0.08084096014499664
0,1699,,0.09118595719337463
0,1749,,0.07673314213752747
0,1799,,0.09137852489948273
0,1849,,0.0970950722694397
1,1899,,0.10683190822601318
1,1949,,0.0879119485616684
1,1999,,0.08620160073041916
1,2049,,0.07689495384693146
1,2099,,0.06294874101877213
1,2149,,0.08552621304988861
1,2199,,0.08573108166456223
1,2249,,0.08306403458118439
1,2299,,0.08765711635351181
1,2349,,0.10001900047063828
1,2399,,0.059961795806884766
1,2449,,0.12837788462638855
1,2499,,0.08756666630506516
1,2549,,0.11112010478973389
1,2599,,0.0903916135430336
1,2649,,0.09571313858032227
1,2699,,0.10874104499816895
1,2749,,0.07073034346103668
1,2799,,0.07155791670084
1,2849,,0.07013562321662903
1,2899,,0.06837183237075806
1,2949,,0.10415324568748474
1,2999,,0.06382890790700912
1,3049,,0.11550953984260559
1,3099,,0.09654739499092102
1,3149,,0.07822807133197784
1,3199,,0.09158526360988617
1,3249,,0.11837346851825714
1,3299,,0.06809120625257492
1,3349,,0.09517690539360046
1,3399,,0.0763002559542656
1,3449,,0.08916416764259338
1,3499,,0.09528631716966629
1,3549,,0.0921626016497612
1,3599,,0.09213607758283615
1,3649,,0.07496887445449829
1,3699,,0.08295104652643204
1,3749,,0.08440074324607849
2,3799,,0.1002388671040535
2,3849,,0.1138119101524353
2,3899,,0.09325613081455231
2,3949,,0.0612947940826416
2,3999,,0.08743686974048615
2,4049,,0.05402299761772156
2,4099,,0.09979934245347977
2,4149,,0.07094457000494003
2,4199,,0.0811283215880394
2,4249,,0.08490860462188721
2,4299,,0.08837242424488068
2,4349,,0.0690576434135437
2,4399,,0.10857971012592316
2,4449,,0.0797174796462059
2,4499,,0.05580909550189972
2,4549,,0.09901445358991623
2,4599,,0.1012173444032669
2,4649,,0.08949770778417587
2,4699,,0.07497484982013702
2,4749,,0.09687389433383942
2,4799,,0.08466076850891113
2,4849,,0.070917509496212
2,4899,,0.0710192397236824
2,4949,,0.06888793408870697
2,4999,,0.08676980435848236
2,5049,,0.08189947158098221
2,5099,,0.08286406099796295
2,5149,,0.0676329955458641
2,5199,,0.07756534963846207
2,5249,,0.09029696881771088
2,5299,,0.08769763261079788
2,5349,,0.07240820676088333
2,5399,,0.10680235922336578
2,5449,,0.10224606096744537
2,5499,,0.09213148802518845
2,5549,,0.08860732614994049
2,5599,,0.07412032037973404
3,5649,,0.07174992561340332
3,5699,,0.08180693536996841
3,5749,,0.08465444296598434
3,5799,,0.12220394611358643
3,5849,,0.10988786071538925
3,5899,,0.07819517701864243
3,5949,,0.09853636473417282
3,5999,,0.09203676879405975
3,6049,,0.10634496062994003
3,6099,,0.08682309091091156
3,6149,,0.09572964906692505
3,6199,,0.09314201772212982
3,6249,,0.0810173749923706
3,6299,,0.07070259749889374
3,6349,,0.08765382319688797
3,6399,,0.06730597466230392
3,6449,,0.07086409628391266
3,6499,,0.07797527313232422
3,6549,,0.07126618921756744
3,6599,,0.10396530479192734
3,6649,,0.10269893705844879
3,6699,,0.08774936199188232
3,6749,,0.07690407335758209
3,6799,,0.07422326505184174
3,6849,,0.06873849779367447
3,6899,,0.07428503781557083
3,6949,,0.08824305236339569
3,6999,,0.07200806587934494
3,7049,,0.1021365374326706
3,7099,,0.08324499428272247
3,7149,,0.08525410294532776
3,7199,,0.07002661377191544
3,7249,,0.098459891974926
3,7299,,0.06740226596593857
3,7349,,0.06367607414722443
3,7399,,0.10280822217464447
3,7449,,0.05106818675994873
3,7499,,0.07243593782186508
4,7549,,0.09152571856975555
4,7599,,0.09352420270442963
4,7649,,0.07662216573953629
4,7699,,0.07864925265312195
4,7749,,0.08605693280696869
4,7799,,0.09151160717010498
4,7849,,0.07720947265625
4,7899,,0.08218440413475037
4,7949,,0.06884264945983887
4,7999,,0.08589563518762589
4,8049,,0.08227845281362534
4,8099,,0.0982922613620758
4,8149,,0.08962927013635635
4,8199,,0.0842333659529686
4,8249,,0.08540557324886322
4,8299,,0.08341106027364731
4,8349,,0.09315516799688339
4,8399,,0.10532234609127045
4,8449,,0.08599918335676193
4,8499,,0.08404525369405746
4,8549,,0.0803065076470375
4,8599,,0.10216239094734192
4,8649,,0.09539692103862762
4,8699,,0.0728178545832634
4,8749,,0.09517283737659454
4,8799,,0.08521831035614014
4,8849,,0.12787193059921265
4,8899,,0.08410254865884781
4,8949,,0.06836000829935074
4,8999,,0.07557034492492676
4,9049,,0.08978191018104553
4,9099,,0.08112318068742752
4,9149,,0.11475186049938202
4,9199,,0.05912957340478897
4,9249,,0.07487031817436218
4,9299,,0.08838360756635666
4,9349,,0.09488259255886078
5,9399,,0.07916723191738129
5,9449,,0.055519942194223404
5,9499,,0.0773547887802124
5,9549,,0.09519064426422119
5,9599,,0.06751549988985062
5,9649,,0.08437046408653259
5,9699,,0.06771998852491379
5,9749,,0.08466292917728424
5,9799,,0.07639995962381363
5,9849,,0.0865485817193985
5,9899,,0.09007419645786285
5,9949,,0.08056779205799103
5,9999,,0.09404657781124115
5,10049,,0.09319359809160233
5,10099,,0.10015322268009186
5,10149,,0.08821425586938858
5,10199,,0.08346756547689438
5,10249,,0.062430720776319504
5,10299,,0.11092418432235718
5,10349,,0.0966404378414154
5,10399,,0.08547167479991913
5,10449,,0.06090187653899193
5,10499,,0.08338207006454468
5,10549,,0.08809858560562134
5,10599,,0.10917535424232483
5,10649,,0.08512274920940399
5,10699,,0.08971154689788818
5,10749,,0.10716243088245392
5,10799,,0.09299003332853317
5,10849,,0.09618806093931198
5,10899,,0.09815088659524918
5,10949,,0.0713910311460495
5,10999,,0.08136975020170212
5,11049,,0.09888392686843872
5,11099,,0.07069846987724304
5,11149,,0.10485371947288513
5,11199,,0.10149616748094559
5,11249,,0.11433805525302887
6,11299,,0.10168608278036118
6,11349,,0.08034401386976242
6,11399,,0.09427550435066223
6,11449,,0.11109791696071625
6,11499,,0.0885087102651596
6,11549,,0.08440052717924118
6,11599,,0.08366435021162033
6,11649,,0.08874864131212234
6,11699,,0.09379623830318451
6,11749,,0.1085752621293068
6,11799,,0.08185985684394836
6,11849,,0.08333931863307953
6,11899,,0.08393688499927521
6,11949,,0.0877576470375061
6,11999,,0.08796948939561844
6,12049,,0.0749601423740387
6,12099,,0.07614278793334961
6,12149,,0.07773154228925705
6,12199,,0.061609961092472076
6,12249,,0.07695526629686356
6,12299,,0.05827680230140686
6,12349,,0.06750505417585373
6,12399,,0.08552737534046173
6,12449,,0.0771731361746788
6,12499,,0.05897911638021469
6,12549,,0.09615011513233185
6,12599,,0.10863586515188217
6,12649,,0.09824566543102264
6,12699,,0.09031055867671967
6,12749,,0.08729018270969391
6,12799,,0.08755762875080109
6,12849,,0.05932086706161499
6,12899,,0.07407542318105698
6,12949,,0.06431702524423599
6,12999,,0.07411171495914459
6,13049,,0.08530895411968231
6,13099,,0.10641780495643616
7,13149,,0.12144123017787933
7,13199,,0.0674886703491211
7,13249,,0.09011390060186386
7,13299,,0.1104099303483963
7,13349,,0.06816201657056808
7,13399,,0.09090713411569595
7,13449,,0.07540810108184814
7,13499,,0.08341284096240997
7,13549,,0.08476917445659637
7,13599,,0.0496184267103672
7,13649,,0.06343059241771698
7,13699,,0.08633964508771896
7,13749,,0.08226525783538818
7,13799,,0.09679365158081055
7,13849,,0.07217597961425781
7,13899,,0.06465741991996765
7,13949,,0.09793861955404282
7,13999,,0.09126994013786316
7,14049,,0.05044429376721382
7,14099,,0.10153643786907196
7,14149,,0.08758295327425003
7,14199,,0.09903613477945328
7,14249,,0.10774896293878555
7,14299,,0.0921400785446167
7,14349,,0.08979592472314835
7,14399,,0.0648433193564415
7,14449,,0.09484284371137619
7,14499,,0.10054715722799301
7,14549,,0.07358890771865845
7,14599,,0.07847879827022552
7,14649,,0.06949163228273392
7,14699,,0.06686890870332718
7,14749,,0.07768844813108444
7,14799,,0.10728159546852112
7,14849,,0.1375683695077896
7,14899,,0.06679005920886993
7,14949,,0.11204906553030014
7,14999,,0.07385186105966568
8,15049,,0.08808103948831558
8,15099,,0.11344707757234573
8,15149,,0.08169058710336685
8,15199,,0.05971980839967728
8,15249,,0.08778149634599686
8,15299,,0.11175651848316193
8,15349,,0.057929977774620056
8,15399,,0.0733000710606575
8,15449,,0.06374374777078629
8,15499,,0.10168059170246124
8,15549,,0.09062681347131729
8,15599,,0.08034076541662216
8,15649,,0.08627437800168991
8,15699,,0.07638370245695114
8,15749,,0.08930395543575287
8,15799,,0.09779573976993561
8,15849,,0.07148914039134979
8,15899,,0.06146783381700516
8,15949,,0.11245065927505493
8,15999,,0.06731415539979935
8,16049,,0.09117110073566437
8,16099,,0.08118977397680283
8,16149,,0.06609565764665604
8,16199,,0.049824610352516174
8,16249,,0.08420160412788391
8,16299,,0.10039059817790985
8,16349,,0.09503797441720963
8,16399,,0.06746360659599304
8,16449,,0.07391264289617538
8,16499,,0.042683232575654984
8,16549,,0.10131720453500748
8,16599,,0.09088359028100967
8,16649,,0.1090565174818039
8,16699,,0.06632610410451889
8,16749,,0.06167146563529968
8,16799,,0.08209986984729767
8,16849,,0.05404170975089073
9,16899,,0.08763644844293594
9,16949,,0.07972083240747452
9,16999,,0.06244588643312454
9,17049,,0.07554218918085098
9,17099,,0.10867945849895477
9,17149,,0.08683846145868301
9,17199,,0.06255333870649338
