epoch,step,test_loss,train_loss
0,49,,0.07372593134641647
0,99,,0.08962667733430862
0,149,,0.08307802677154541
0,199,,0.09547875821590424
0,249,,0.08736197650432587
0,299,,0.09702693670988083
0,349,,0.08430332690477371
0,399,,0.08557311445474625
0,449,,0.0840371623635292
0,499,,0.09447209537029266
0,549,,0.08356013149023056
0,599,,0.0808870866894722
0,649,,0.07144346833229065
0,699,,0.11218579113483429
0,749,,0.07908755540847778
0,799,,0.09051655977964401
0,849,,0.06473664939403534
0,899,,0.09874182939529419
0,949,,0.09154096245765686
0,999,,0.12031891196966171
0,1049,,0.08681319653987885
0,1099,,0.08276953548192978
0,1149,,0.08683367818593979
0,1199,,0.06015399098396301
0,1249,,0.11409708857536316
0,1299,,0.11323519796133041
0,1349,,0.09886395931243896
0,1399,,0.10453459620475769
0,1449,,0.07725562155246735
0,1499,,0.0634956881403923
0,1549,,0.08538123220205307
0,1599,,0.10386405140161514
0,1649,,0.05363396182656288
0,1699,,0.08989305794239044
0,1749,,0.1280735582113266
0,1799,,0.07269599288702011
0,1849,,0.07309010624885559
1,1899,,0.0751427412033081
1,1949,,0.09738669544458389
1,1999,,0.1099521815776825
1,2049,,0.10036922991275787
1,2099,,0.05330602824687958
1,2149,,0.11164993047714233
1,2199,,0.08083958178758621
1,2249,,0.10374815762042999
1,2299,,0.1045568436384201
1,2349,,0.0809754729270935
1,2399,,0.08553671836853027
1,2449,,0.09317652881145477
1,2499,,0.08802799880504608
1,2549,,0.07830704748630524
1,2599,,0.08425021171569824
1,2649,,0.05426910147070885
1,2699,,0.07151712477207184
1,2749,,0.10190074145793915
1,2799,,0.10099679231643677
1,2849,,0.08240901678800583
1,2899,,0.08403785526752472
1,2949,,0.10616526007652283
1,2999,,0.08817154169082642
1,3049,,0.08493503928184509
1,3099,,0.08993853628635406
1,3149,,0.09153099358081818
1,3199,,0.09353460371494293
1,3249,,0.06519253551959991
1,3299,,0.07961095869541168
1,3349,,0.10342861711978912
1,3399,,0.08723954856395721
1,3449,,0.10599891096353531
1,3499,,0.11450836062431335
1,3549,,0.09276498854160309
1,3599,,0.0737437829375267
1,3649,,0.06610947102308273
1,3699,,0.07778352499008179
1,3749,,0.06828656047582626
2,3799,,0.05702294036746025
2,3849,,0.07496940344572067
2,3899,,0.08454512059688568
2,3949,,0.08615220338106155
2,3999,,0.07812102138996124
2,4049,,0.09162314981222153
2,4099,,0.0879349410533905
2,4149,,0.1308099776506424
2,4199,,0.07703764736652374
2,4249,,0.06227296590805054
2,4299,,0.09226388484239578
2,4349,,0.07509223371744156
2,4399,,0.10671555995941162
2,4449,,0.08320806175470352
2,4499,,0.06934992969036102
2,4549,,0.14517512917518616
2,4599,,0.10145451128482819
2,4649,,0.08415962755680084
2,4699,,0.09228512644767761
2,4749,,0.0736374780535698
2,4799,,0.07108020037412643
2,4849,,0.06247544288635254
2,4899,,0.09729645401239395
2,4949,,0.07953667640686035
2,4999,,0.0881769210100174
2,5049,,0.07799951732158661
2,5099,,0.1261102706193924
2,5149,,0.08788301050662994
2,5199,,0.0863473117351532
2,5249,,0.09803203493356705
2,5299,,0.07086940109729767
2,5349,,0.061998650431632996
2,5399,,0.05502431467175484
2,5449,,0.1083037331700325
2,5499,,0.08796510845422745
2,5549,,0.07972154766321182
2,5599,,0.060095395892858505
3,5649,,0.0753745585680008
3,5699,,0.0805443823337555
3,5749,,0.07010631263256073
3,5799,,0.11032402515411377
3,5849,,0.05364644154906273
3,5899,,0.10408954322338104
3,5949,,0.06621988117694855
3,5999,,0.09792632609605789
3,6049,,0.10625529289245605
3,6099,,0.08678563684225082
3,6149,,0.10321591794490814
3,6199,,0.09812092036008835
3,6249,,0.08787091076374054
3,6299,,0.06938093900680542
3,6349,,0.08095301687717438
3,6399,,0.07555270940065384
3,6449,,0.10929016023874283
3,6499,,0.07968658953905106
3,6549,,0.05580916628241539
3,6599,,0.08665107190608978
3,6649,,0.06229841709136963
3,6699,,0.08888217806816101
3,6749,,0.0780738815665245
3,6799,,0.08009608089923859
3,6849,,0.09155630320310593
3,6899,,0.10220920294523239
3,6949,,0.10079947859048843
3,6999,,0.07955161482095718
3,7049,,0.09925706684589386
3,7099,,0.08096031844615936
3,7149,,0.07564039528369904
3,7199,,0.09107659757137299
3,7249,,0.08736076951026917
3,7299,,0.08887314051389694
3,7349,,0.08471276611089706
3,7399,,0.09241005778312683
3,7449,,0.08921340852975845
3,7499,,0.08324749767780304
4,7549,,0.09668567776679993
4,7599,,0.0722179189324379
4,7649,,0.07279648631811142
4,7699,,0.06481489539146423
4,7749,,0.08574972301721573
4,7799,,0.08030227571725845
4,7849,,0.11144480854272842
4,7899,,0.08267273753881454
4,7949,,0.08837496489286423
4,7999,,0.10102108865976334
4,8049,,0.07515338808298111
4,8099,,0.06610529124736786
4,8149,,0.07875983417034149
