epoch,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
67,5711,,,,,0.992304801940918,0.03983810916543007
67,5711,,,0.9955424070358276,0.013253978453576565,,
68,5795,,,,,0.9932432174682617,0.03977217525243759
68,5795,,,0.9958708882331848,0.011892789974808693,,
69,5879,,,,,0.9936186075210571,0.037117742002010345
69,5879,,,0.9945101141929626,0.015604166314005852,,
70,5963,,,,,0.9926801919937134,0.04246446117758751
70,5963,,,0.9955424070358276,0.013990774750709534,,
71,6047,,,,,0.9938063025474548,0.03556399419903755
71,6047,,,0.9964808821678162,0.011146909557282925,,
72,6131,,,,,0.9932432174682617,0.033223915845155716
72,6131,,,0.9951670169830322,0.015312133356928825,,
73,6215,,,,,0.992304801940918,0.037892915308475494
73,6215,,,0.9941816926002502,0.016152286902070045,,
74,6299,,,,,0.9894894957542419,0.04492685943841934
74,6299,,,0.9956362843513489,0.014200737699866295,,
75,6383,,,,,0.9913663864135742,0.040688589215278625
75,6383,,,0.9947447180747986,0.015933379530906677,,
76,6467,,,,,0.992304801940918,0.0405861921608448
76,6467,,,0.9956831932067871,0.013908404856920242,,
77,6551,,,,,0.9930555820465088,0.0349714420735836
77,6551,,,0.9961054921150208,0.012288522906601429,,
78,6635,,,,,0.9939939975738525,0.029941653832793236
78,6635,,,0.9946039915084839,0.01677834242582321,,
79,6719,,,,,0.9936186075210571,0.032618291676044464
79,6719,,,0.9939470887184143,0.01729930005967617,,
80,6803,,,,,0.9939939975738525,0.027961289510130882
80,6803,,,0.9950262904167175,0.01392325945198536,,
81,6887,,,,,0.9919294118881226,0.04018127918243408
81,6887,,,0.9966216087341309,0.010996274650096893,,
82,6971,,,,,0.9932432174682617,0.03146199509501457
82,6971,,,0.9953547120094299,0.01567651517689228,,
83,7055,,,,,0.9938063025474548,0.03246637433767319
83,7055,,,0.9963400959968567,0.01085447333753109,,
84,7139,,,,,0.9934309124946594,0.042364347726106644
84,7139,,,0.9960116147994995,0.012019125744700432,,
85,7223,,,,,0.9932432174682617,0.03632553666830063
85,7223,,,0.9957770109176636,0.013041539117693901,,
86,7307,,,,,0.9926801919937134,0.039034247398376465
86,7307,,,0.9950731992721558,0.014936580322682858,,
87,7391,,,,,0.9926801919937134,0.04281479865312576
87,7391,,,0.9957301020622253,0.013512207195162773,,
88,7475,,,,,0.9896771907806396,0.04426135495305061
88,7475,,,0.9946509003639221,0.014990855008363724,,
89,7559,,,,,0.9936186075210571,0.03505629301071167
89,7559,,,0.995120108127594,0.014141625724732876,,
90,7643,,,,,0.9953078031539917,0.03375517576932907
90,7643,,,0.995917797088623,0.010747781954705715,,
91,7727,,,,,0.9939939975738525,0.03413085266947746
91,7727,,,0.9967154860496521,0.008293366059660912,,
92,7811,,,,,0.9924924969673157,0.03886890038847923
92,7811,,,0.9971377849578857,0.009068709798157215,,
93,7895,,,,,0.9939939975738525,0.03984041139483452
93,7895,,,0.9942755103111267,0.017753349617123604,,
94,7979,,,,,0.9938063025474548,0.03501959517598152
94,7979,,,0.9944162964820862,0.017488351091742516,,
95,8063,,,,,0.9934309124946594,0.03346630558371544
95,8063,,,0.9957301020622253,0.012302542105317116,,
96,8147,,,,,0.9947447180747986,0.03547190874814987
96,8147,,,0.9956831932067871,0.011505698785185814,,
97,8231,,,,,0.9930555820465088,0.039343979209661484
97,8231,,,0.9951670169830322,0.015643326565623283,,
98,8315,,,,,0.9932432174682617,0.04459580034017563
98,8315,,,0.9967623949050903,0.010442008264362812,,
99,8399,,,,,0.9932432174682617,0.03702985867857933
99,8399,,,0.9964339137077332,0.011486534029245377,,
100,8400,0.9374505281448364,0.3473595678806305,,,,
