epoch,hp/train_acc,hp/val_acc,step,train_acc,train_loss,val_acc,val_loss
0,0.27073732018470764,,49,,,,
0,0.33453264832496643,,99,,,,
,,0.3390028476715088,0.0,,,0.3390028476715088,1.280904769897461
,,,0.0,0.2737138569355011,1.3210984468460083,,
1,0.392512708902359,,149,,,,
1,0.5665875673294067,,199,,,,
,,0.5155990123748779,1.0,,,0.5155990123748779,1.0770854949951172
,,,1.0,0.451393187046051,1.1545053720474243,,
2,0.5157147645950317,,249,,,,
2,0.6106971502304077,,299,,,,
,,0.5544654130935669,2.0,,,0.5544654130935669,0.956547737121582
,,,2.0,0.5593891739845276,0.980837345123291,,
3,0.6024962663650513,,349,,,,
3,0.6107882261276245,,399,,,,
,,0.6289735436439514,3.0,,,0.6289735436439514,0.87505704164505
,,,3.0,0.6215862035751343,0.866902232170105,,
4,0.599984884262085,,449,,,,
4,0.6779235005378723,,499,,,,
4,0.6603459119796753,,549,,,,
,,0.6417075395584106,4.0,,,0.6417075395584106,0.8146556615829468
,,,4.0,0.6607133746147156,0.7900722622871399,,
5,0.6829339265823364,,599,,,,
5,0.7297519445419312,,649,,,,
,,0.6403581500053406,5.0,,,0.6403581500053406,0.8132113814353943
,,,5.0,0.6891478300094604,0.7327935695648193,,
6,0.6696335673332214,,699,,,,
6,0.6238580346107483,,749,,,,
,,0.6787688732147217,6.0,,,0.6787688732147217,0.7794540524482727
,,,6.0,0.7214277386665344,0.6707003116607666,,
7,0.7085273861885071,,799,,,,
7,0.7762708067893982,,849,,,,
,,0.6662850975990295,7.0,,,0.6662850975990295,0.7811748385429382
,,,7.0,0.7378789782524109,0.6235052347183228,,
8,0.8262454867362976,,899,,,,
8,0.8287582397460938,,949,,,,
,,0.6852719783782959,8.0,,,0.6852719783782959,0.7932674884796143
,,,8.0,0.7641992568969727,0.5720688104629517,,
9,0.8012551665306091,,999,,,,
9,0.7930660247802734,,1049,,,,
9,0.7816614508628845,,1099,,,,
,,0.6871806383132935,9.0,,,0.6871806383132935,0.7748545408248901
,,,9.0,0.7834656238555908,0.5239278674125671,,
10,0.8342188596725464,,1149,,,,
10,0.8521948456764221,,1199,,,,
,,0.6813097596168518,10.0,,,0.6813097596168518,0.8130706548690796
,,,10.0,0.8017683625221252,0.481600821018219,,
11,0.8310257792472839,,1249,,,,
11,0.7978098392486572,,1299,,,,
,,0.6936671733856201,11.0,,,0.6936671733856201,0.81482994556427
,,,11.0,0.8264094591140747,0.42886048555374146,,
12,0.8328205347061157,,1349,,,,
12,0.889493465423584,,1399,,,,
,,0.6850482821464539,12.0,,,0.6850482821464539,0.890484094619751
,,,12.0,0.8498932719230652,0.3719492256641388,,
13,0.887731671333313,,1449,,,,
13,0.841846227645874,,1499,,,,
13,0.8439298868179321,,1549,,,,
,,0.670266330242157,13.0,,,0.670266330242157,0.9785717725753784
,,,13.0,0.8715546727180481,0.3222956955432892,,
14,0.9157575964927673,,1599,,,,
14,0.8919544219970703,,1649,,,,
,,0.6744231581687927,14.0,,,0.6744231581687927,0.9931590557098389
,,,14.0,0.889435887336731,0.28667134046554565,,
15,0.9256421327590942,,1699,,,,
15,0.9033837914466858,,1749,,,,
,,0.6797924041748047,15.0,,,0.6797924041748047,1.185233235359192
,,,15.0,0.9105014801025391,0.23549357056617737,,
16,0.9180650115013123,,1799,,,,
16,0.9125237464904785,,1849,,,,
,,0.6782959699630737,16.0,,,0.6782959699630737,1.1661559343338013
,,,16.0,0.9294862151145935,0.18628422915935516,,
