epoch,step,test_loss,train_loss,val_loss
0,49,,0.09183168411254883,
0,99,,0.1061565950512886,
0,149,,0.08500289916992188,
0,199,,0.0870644748210907,
0,249,,0.0991768091917038,
0,299,,0.09532499313354492,
0,349,,0.07490967959165573,
0,399,,0.09877679497003555,
0,449,,0.0798911452293396,
0,499,,0.07509075850248337,
0,549,,0.0681886225938797,
0,599,,0.09971742331981659,
0,649,,0.09715728461742401,
0,699,,0.084850013256073,
0,749,,0.0656903013586998,
0,799,,0.08667024970054626,
0,849,,0.0926952213048935,
0,899,,0.07100345194339752,
0,949,,0.11410319805145264,
0,999,,0.04934941604733467,
0,1049,,0.09248226881027222,
0,1099,,0.11781139671802521,
0,1149,,0.08406325429677963,
0,1199,,0.11576423794031143,
0,1249,,0.10727006942033768,
0,1299,,0.08602646738290787,
0,1349,,0.11178599298000336,
0,1399,,0.08464113622903824,
0,1449,,0.12265879660844803,
0,1499,,0.06855309009552002,
0,1549,,0.08488701283931732,
0,1599,,0.09510891884565353,
0,1649,,0.09137335419654846,
0,1699,,0.06573115289211273,
0,1749,,0.07464900612831116,
0,1799,,0.06391684710979462,
0,1849,,0.07127073407173157,
0,1874,,,0.07684631645679474
1,1899,,0.09854483604431152,
1,1949,,0.10309235751628876,
1,1999,,0.07513769716024399,
1,2049,,0.0926164835691452,
1,2099,,0.11930452287197113,
1,2149,,0.09825694561004639,
1,2199,,0.11201991140842438,
1,2249,,0.09421651810407639,
1,2299,,0.07696995884180069,
1,2349,,0.07798629254102707,
1,2399,,0.08949509263038635,
1,2449,,0.07344070076942444,
1,2499,,0.11070527881383896,
1,2549,,0.0866754874587059,
1,2599,,0.07308340072631836,
1,2649,,0.06602883338928223,
1,2699,,0.08307085931301117,
1,2749,,0.10871835798025131,
1,2799,,0.07039359211921692,
1,2849,,0.09362217038869858,
1,2899,,0.07937860488891602,
1,2949,,0.04982134699821472,
1,2999,,0.10910326987504959,
1,3049,,0.08368191123008728,
1,3099,,0.09816478937864304,
1,3149,,0.05271110311150551,
1,3199,,0.0509897843003273,
1,3249,,0.09919383376836777,
1,3299,,0.09079945832490921,
1,3349,,0.08608952909708023,
1,3399,,0.07565771043300629,
1,3449,,0.10863818228244781,
1,3499,,0.08287854492664337,
1,3549,,0.07479540258646011,
1,3599,,0.08915373682975769,
1,3649,,0.04896628484129906,
1,3699,,0.06907859444618225,
1,3749,,0.07804014533758163,
1,3749,,,0.07658480107784271
2,3799,,0.09305545687675476,
2,3849,,0.10606740415096283,
2,3899,,0.08393585681915283,
2,3949,,0.0867079645395279,
2,3999,,0.09848535805940628,
2,4049,,0.0953352153301239,
2,4099,,0.0749288946390152,
2,4149,,0.09943334758281708,
2,4199,,0.08042322844266891,
2,4249,,0.07503833621740341,
2,4299,,0.06820038706064224,
2,4349,,0.09941539913415909,
2,4399,,0.09680032730102539,
2,4449,,0.08500932157039642,
2,4499,,0.0654408410191536,
2,4549,,0.08649852871894836,
2,4599,,0.09277213364839554,
2,4649,,0.07096236944198608,
2,4699,,0.11413654685020447,
2,4749,,0.04940667375922203,
2,4799,,0.09248246252536774,
2,4849,,0.11783596873283386,
2,4899,,0.08409546315670013,
2,4949,,0.11576101183891296,
2,4999,,0.10689728707075119,
2,5049,,0.08608686923980713,
2,5099,,0.1118522509932518,
2,5149,,0.08461914211511612,
2,5199,,0.12255430221557617,
2,5249,,0.0685981884598732,
2,5299,,0.0848982185125351,
2,5349,,0.09512340277433395,
2,5399,,0.09137367457151413,
2,5449,,0.06567130982875824,
2,5499,,0.07442204654216766,
2,5549,,0.06393986940383911,
2,5599,,0.07127049565315247,
2,5624,,,0.0764404684305191
3,5649,,0.09863762557506561,
3,5699,,0.10303424298763275,
3,5749,,0.0750846266746521,
3,5799,,0.0925876796245575,
3,5849,,0.11927121132612228,
3,5899,,0.09834622591733932,
3,5949,,0.11202040314674377,
3,5999,,0.09427095949649811,
3,6049,,0.07691830396652222,
3,6099,,0.0780724436044693,
3,6149,,0.08950390666723251,
3,6199,,0.0735149011015892,
3,6249,,0.11072302609682083,
3,6299,,0.08663001656532288,
3,6349,,0.0730993002653122,
3,6399,,0.06600885838270187,
3,6449,,0.0830293595790863,
3,6499,,0.1086159273982048,
3,6549,,0.07038003951311111,
3,6599,,0.09362655878067017,
3,6649,,0.07940211147069931,
3,6699,,0.049803487956523895,
3,6749,,0.10910133272409439,
3,6799,,0.08364617079496384,
3,6849,,0.09828244149684906,
3,6899,,0.052679844200611115,
3,6949,,0.05099070072174072,
3,6999,,0.09924435615539551,
3,7049,,0.09075264632701874,
3,7099,,0.08611597120761871,
3,7149,,0.07551483064889908,
3,7199,,0.10868056118488312,
3,7249,,0.08286372572183609,
3,7299,,0.07478106021881104,
3,7349,,0.08917900919914246,
3,7399,,0.04894574359059334,
3,7449,,0.06895437836647034,
3,7499,,0.07805299758911133,
3,7499,,,0.07632994651794434
4,7549,,0.09306979924440384,
4,7599,,0.10605636984109879,
4,7649,,0.08389737457036972,
4,7699,,0.08677968382835388,
4,7749,,0.09821999073028564,
4,7799,,0.09533575177192688,
4,7849,,0.07490149885416031,
4,7899,,0.09942363202571869,
4,7949,,0.08044938743114471,
4,7999,,0.07489964365959167,
4,8049,,0.06818939000368118,
4,8099,,0.09919096529483795,
4,8149,,0.09685491025447845,
4,8199,,0.08501175791025162,
4,8249,,0.0653383731842041,
4,8299,,0.08645059168338776,
4,8349,,0.09279975295066833,
4,8399,,0.07092121243476868,
4,8449,,0.11421065032482147,
4,8499,,0.04940030723810196,
4,8549,,0.09245898574590683,
4,8599,,0.11786940693855286,
4,8647,0.07632994651794434,,
